pname	PID	interID	NumberID
nfat and hypertrophy of the heart (BioCarta)	100098	101367	25631
cbl mediated ligand-induced downregulation of egf receptors pathway(BioCarta)	100216	103280	100969
cbl mediated ligand-induced downregulation of egf receptors pathway(BioCarta)	100216	103280	100969
cbl mediated ligand-induced downregulation of egf receptors pathway(BioCarta)	100216	103280	100968
antigen processing and presentation(BioCarta)	100107	101519	101460
antigen processing and presentation(BioCarta)	100107	101519	101582
antigen processing and presentation(BioCarta)	100107	101519	100024
role of mal in rho-mediated activation of srf(BioCarta)	100114	101639	26563
role of mal in rho-mediated activation of srf(BioCarta)	100114	101639	26563
role of mal in rho-mediated activation of srf(BioCarta)	100114	101639	101032
role of pi3k subunit p85 in regulation of actin organization and cell migration(BioCarta)	100211	103225	100560
role of pi3k subunit p85 in regulation of actin organization and cell migration(BioCarta)	100211	103225	100560
role of pi3k subunit p85 in regulation of actin organization and cell migration(BioCarta)	100211	103225	100329
actions of nitric oxide in the heart(BioCarta)	100094	101268	100704
actions of nitric oxide in the heart(BioCarta)	100094	101268	100703
actions of nitric oxide in the heart(BioCarta)	100094	101268	100705
proteolysis and signaling pathway of notch(BioCarta)	100091	101239	100585
segmentation clock(BioCarta)	100146	101239	100585
proteolysis and signaling pathway of notch(BioCarta)	100091	101239	100585
segmentation clock(BioCarta)	100146	101239	100585
aspirin blocks signaling pathway involved in platelet activation(BioCarta)	100030	100431	27200
aspirin blocks signaling pathway involved in platelet activation(BioCarta)	100030	100431	27200
aspirin blocks signaling pathway involved in platelet activation(BioCarta)	100030	100431	26549
stress induction of hsp regulation(BioCarta)	100142	102042	101837
stress induction of hsp regulation(BioCarta)	100142	102042	101837
stress induction of hsp regulation(BioCarta)	100142	102042	100269
stress induction of hsp regulation(BioCarta)	100142	102042	100400
role of erbb2 in signal transduction and oncology(BioCarta)	100147	102149	101867
role of erbb2 in signal transduction and oncology(BioCarta)	100147	102149	100721
role of erbb2 in signal transduction and oncology(BioCarta)	100147	102149	100868
role of erbb2 in signal transduction and oncology(BioCarta)	100147	102149	101866
role of erbb2 in signal transduction and oncology(BioCarta)	100147	102149	100868
role of erbb2 in signal transduction and oncology(BioCarta)	100147	102149	25632
trefoil factors initiate mucosal healing(BioCarta)	100018	100026	100602
apoptotic signaling in response to dna damage(BioCarta)	100204	100026	100602
regulation of cell cycle progression by plk3(BioCarta)	100068	100026	100602
stress induction of hsp regulation(BioCarta)	100142	100026	100602
west nile virus(BioCarta)	100001	100026	100602
hiv-1 nef: negative effector of fas and tnf(BioCarta)	100144	100026	100602
trefoil factors initiate mucosal healing(BioCarta)	100018	100026	100379
apoptotic signaling in response to dna damage(BioCarta)	100204	100026	100379
regulation of cell cycle progression by plk3(BioCarta)	100068	100026	100379
stress induction of hsp regulation(BioCarta)	100142	100026	100379
west nile virus(BioCarta)	100001	100026	100379
hiv-1 nef: negative effector of fas and tnf(BioCarta)	100144	100026	100379
trefoil factors initiate mucosal healing(BioCarta)	100018	100026	100632
apoptotic signaling in response to dna damage(BioCarta)	100204	100026	100632
regulation of cell cycle progression by plk3(BioCarta)	100068	100026	100632
stress induction of hsp regulation(BioCarta)	100142	100026	100632
west nile virus(BioCarta)	100001	100026	100632
hiv-1 nef: negative effector of fas and tnf(BioCarta)	100144	100026	100632
bone remodeling(BioCarta)	100052	100666	26554
bone remodeling(BioCarta)	100052	100666	26554
bone remodeling(BioCarta)	100052	100666	100757
pelp1 modulation of estrogen receptor activity(BioCarta)	100076	101024	101338
pelp1 modulation of estrogen receptor activity(BioCarta)	100076	101024	101341
pelp1 modulation of estrogen receptor activity(BioCarta)	100076	101024	25631
basic mechanisms of sumoylation(BioCarta)	100025	100368	100935
basic mechanisms of sumoylation(BioCarta)	100025	100368	100932
basic mechanisms of sumoylation(BioCarta)	100025	100368	2
basic mechanisms of sumoylation(BioCarta)	100025	100368	100927
basic mechanisms of sumoylation(BioCarta)	100025	100368	20
cadmium induces dna synthesis and proliferation in macrophages(BioCarta)	100209	103201	100862
cadmium induces dna synthesis and proliferation in macrophages(BioCarta)	100209	103201	100203
angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling(BioCarta)	100236	103613	102337
angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling(BioCarta)	100236	103613	100203
angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling(BioCarta)	100236	103613	100192
metabolism of anandamide an endogenous cannabinoid(BioCarta)	100217	103293	10474
metabolism of anandamide an endogenous cannabinoid(BioCarta)	100217	103293	102246
metabolism of anandamide an endogenous cannabinoid(BioCarta)	100217	103293	102245
rac1 cell motility signaling pathway(BioCarta)	100056	100738	100735
rac1 cell motility signaling pathway(BioCarta)	100056	100738	100735
rac1 cell motility signaling pathway(BioCarta)	100056	100738	100153
caspase cascade in apoptosis(BioCarta)	100218	103307	100467
caspase cascade in apoptosis(BioCarta)	100218	103307	100581
caspase cascade in apoptosis(BioCarta)	100218	103307	100379
t cell receptor signaling pathway(BioCarta)	100022	100314	100909
lck and fyn tyrosine kinases in initiation of tcr activation(BioCarta)	100023	100314	100909
role of mef2d in t-cell apoptosis(BioCarta)	100109	100314	100909
t cell receptor signaling pathway(BioCarta)	100022	100314	100910
lck and fyn tyrosine kinases in initiation of tcr activation(BioCarta)	100023	100314	100910
role of mef2d in t-cell apoptosis(BioCarta)	100109	100314	100910
t cell receptor signaling pathway(BioCarta)	100022	100314	26759
lck and fyn tyrosine kinases in initiation of tcr activation(BioCarta)	100023	100314	26759
role of mef2d in t-cell apoptosis(BioCarta)	100109	100314	26759
mapkinase signaling pathway(BioCarta)	100113	101626	100870
mapkinase signaling pathway(BioCarta)	100113	101626	100870
mapkinase signaling pathway(BioCarta)	100113	101626	100078
mapkinase signaling pathway(BioCarta)	100113	101614	100064
mapkinase signaling pathway(BioCarta)	100113	101614	100064
mapkinase signaling pathway(BioCarta)	100113	101614	101631
the igf-1 receptor and longevity(BioCarta)	100115	101654	101637
the igf-1 receptor and longevity(BioCarta)	100115	101654	101636
the igf-1 receptor and longevity(BioCarta)	100115	101654	100209
the igf-1 receptor and longevity(BioCarta)	100115	101654	100209
the igf-1 receptor and longevity(BioCarta)	100115	101654	101523
keratinocyte differentiation(BioCarta)	100119	101709	26500
keratinocyte differentiation(BioCarta)	100119	101709	100075
keratinocyte differentiation(BioCarta)	100119	101709	26558
keratinocyte differentiation(BioCarta)	100119	101709	100074
keratinocyte differentiation(BioCarta)	100119	101709	26500
keratinocyte differentiation(BioCarta)	100119	101709	26558
ras signaling pathway(BioCarta)	100047	100623	27553
ras signaling pathway(BioCarta)	100047	100623	27553
ras signaling pathway(BioCarta)	100047	100623	100560
d4gdi signaling pathway(BioCarta)	100191	102920	100560
d4gdi signaling pathway(BioCarta)	100191	102920	102111
d4gdi signaling pathway(BioCarta)	100191	102920	100127
d4gdi signaling pathway(BioCarta)	100191	102920	28210
the 41bb-dependent immune response(BioCarta)	100257	103836	101348
the 41bb-dependent immune response(BioCarta)	100257	103836	101348
the 41bb-dependent immune response(BioCarta)	100257	103836	26500
toll-like receptor pathway(BioCarta)	100013	100172	100775
toll-like receptor pathway(BioCarta)	100013	100172	100778
toll-like receptor pathway(BioCarta)	100013	100172	100776
trefoil factors initiate mucosal healing(BioCarta)	100018	100246	100531
trefoil factors initiate mucosal healing(BioCarta)	100018	100246	100531
wnt signaling pathway(BioCarta)	100002	100048	100301
multi-step regulation of transcription by pitx2(BioCarta)	100074	100048	100301
segmentation clock(BioCarta)	100146	100048	100301
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages(BioCarta)	100152	100048	100301
wnt signaling pathway(BioCarta)	100002	100048	100635
multi-step regulation of transcription by pitx2(BioCarta)	100074	100048	100635
segmentation clock(BioCarta)	100146	100048	100635
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages(BioCarta)	100152	100048	100635
wnt signaling pathway(BioCarta)	100002	100048	100653
multi-step regulation of transcription by pitx2(BioCarta)	100074	100048	100653
segmentation clock(BioCarta)	100146	100048	100653
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages(BioCarta)	100152	100048	100653
wnt signaling pathway(BioCarta)	100002	100048	100104
multi-step regulation of transcription by pitx2(BioCarta)	100074	100048	100104
segmentation clock(BioCarta)	100146	100048	100104
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages(BioCarta)	100152	100048	100104
wnt signaling pathway(BioCarta)	100002	100048	100635
multi-step regulation of transcription by pitx2(BioCarta)	100074	100048	100635
segmentation clock(BioCarta)	100146	100048	100635
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages(BioCarta)	100152	100048	100635
regulation of eif2(BioCarta)	100179	102745	101060
regulation of eif2(BioCarta)	100179	102745	101060
tpo signaling pathway(BioCarta)	100012	100142	27561
tpo signaling pathway(BioCarta)	100012	100142	27561
tpo signaling pathway(BioCarta)	100012	100142	100753
lissencephaly gene (lis1) in neuronal migration and development(BioCarta)	100116	101680	101643
lissencephaly gene (lis1) in neuronal migration and development(BioCarta)	100116	101680	101647
lissencephaly gene (lis1) in neuronal migration and development(BioCarta)	100116	101680	101643
lissencephaly gene (lis1) in neuronal migration and development(BioCarta)	100116	101680	101646
transcription factor creb and its extracellular signals(BioCarta)	100198	103021	101326
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	103021	101326
bioactive peptide induced signaling pathway(BioCarta)	100226	103021	101326
transcription factor creb and its extracellular signals(BioCarta)	100198	103021	101327
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	103021	101327
bioactive peptide induced signaling pathway(BioCarta)	100226	103021	101327
transcription factor creb and its extracellular signals(BioCarta)	100198	103021	101325
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	103021	101325
bioactive peptide induced signaling pathway(BioCarta)	100226	103021	101325
transcription factor creb and its extracellular signals(BioCarta)	100198	103021	101325
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	103021	101325
bioactive peptide induced signaling pathway(BioCarta)	100226	103021	101325
phosphoinositides and their downstream targets(BioCarta)	100059	100833	27561
phosphoinositides and their downstream targets(BioCarta)	100059	100833	27561
phosphoinositides and their downstream targets(BioCarta)	100059	100833	100693
fc epsilon receptor i signaling in mast cells(BioCarta)	100165	102539	100032
fc epsilon receptor i signaling in mast cells(BioCarta)	100165	102539	100032
fc epsilon receptor i signaling in mast cells(BioCarta)	100165	102539	101961
estrogen responsive protein efp controls cell cycle and breast tumors growth(BioCarta)	100182	102802	100831
estrogen responsive protein efp controls cell cycle and breast tumors growth(BioCarta)	100182	102802	101926
gamma-aminobutyric acid receptor life cycle pathway(BioCarta)	100158	102367	101916
gamma-aminobutyric acid receptor life cycle pathway(BioCarta)	100158	102367	101917
gamma-aminobutyric acid receptor life cycle pathway(BioCarta)	100158	102367	101918
gamma-aminobutyric acid receptor life cycle pathway(BioCarta)	100158	102367	326
mechanism of gene regulation by peroxisome proliferators via ppara(BioCarta)	100066	100885	100431
mechanism of gene regulation by peroxisome proliferators via ppara(BioCarta)	100066	100885	100390
mechanism of gene regulation by peroxisome proliferators via ppara(BioCarta)	100066	100885	101269
mechanism of gene regulation by peroxisome proliferators via ppara(BioCarta)	100066	100885	101268
rb tumor suppressor/checkpoint signaling in response to dna damage(BioCarta)	100046	100610	26607
rb tumor suppressor/checkpoint signaling in response to dna damage(BioCarta)	100046	100610	26607
rb tumor suppressor/checkpoint signaling in response to dna damage(BioCarta)	100046	100610	101117
mapkinase signaling pathway(BioCarta)	100113	101605	100077
mapkinase signaling pathway(BioCarta)	100113	101605	100077
mapkinase signaling pathway(BioCarta)	100113	101605	100063
neuroregulin receptor degredation protein-1 controls erbb3 receptor recycling(BioCarta)	100173	102649	100335
neuroregulin receptor degredation protein-1 controls erbb3 receptor recycling(BioCarta)	100173	102649	102001
neuroregulin receptor degredation protein-1 controls erbb3 receptor recycling(BioCarta)	100173	102649	102004
neuroregulin receptor degredation protein-1 controls erbb3 receptor recycling(BioCarta)	100173	102649	102002
role of erbb2 in signal transduction and oncology(BioCarta)	100147	102148	100868
role of erbb2 in signal transduction and oncology(BioCarta)	100147	102148	100868
role of erbb2 in signal transduction and oncology(BioCarta)	100147	102148	26549
role of erbb2 in signal transduction and oncology(BioCarta)	100147	102148	26550
ras signaling pathway(BioCarta)	100047	100631	100859
ras signaling pathway(BioCarta)	100047	100631	100859
ras signaling pathway(BioCarta)	100047	100631	26505
adp-ribosylation factor(BioCarta)	100239	103638	27613
adp-ribosylation factor(BioCarta)	100239	103638	102351
adp-ribosylation factor(BioCarta)	100239	103638	100312
adp-ribosylation factor(BioCarta)	100239	103638	101206
adp-ribosylation factor(BioCarta)	100239	103638	102356
cell cycle: g1/s check point(BioCarta)	100160	102433_2	101008
cell cycle: g1/s check point(BioCarta)	100160	102433_2	100366
human cytomegalovirus and map kinase pathways(BioCarta)	100149	102196	100200
human cytomegalovirus and map kinase pathways(BioCarta)	100149	102196	100200
human cytomegalovirus and map kinase pathways(BioCarta)	100149	102196	26549
human cytomegalovirus and map kinase pathways(BioCarta)	100149	102196	26550
yaci and bcma stimulation of b cell immune responses(BioCarta)	100024	100359	100914
yaci and bcma stimulation of b cell immune responses(BioCarta)	100024	100359	100918
yaci and bcma stimulation of b cell immune responses(BioCarta)	100024	100359	100917
nfat and hypertrophy of the heart (BioCarta)	100098	101353	101329
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	101353	101329
fmlp induced chemokine gene expression in hmc-1 cells(BioCarta)	100162	101353	101329
nfat and hypertrophy of the heart (BioCarta)	100098	101353	101329
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	101353	101329
fmlp induced chemokine gene expression in hmc-1 cells(BioCarta)	100162	101353	101329
nfat and hypertrophy of the heart (BioCarta)	100098	101353	101328
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	101353	101328
fmlp induced chemokine gene expression in hmc-1 cells(BioCarta)	100162	101353	101328
tnf/stress related signaling(BioCarta)	100026	100383	100073
tnf/stress related signaling(BioCarta)	100026	100383	100073
tnf/stress related signaling(BioCarta)	100026	100383	100052
hemoglobins chaperone(BioCarta)	100250	103745	102415
hemoglobins chaperone(BioCarta)	100250	103745	102415
hemoglobins chaperone(BioCarta)	100250	103745	102415
hemoglobins chaperone(BioCarta)	100250	103745	102415
hemoglobins chaperone(BioCarta)	100250	103745	102419
epo signaling pathway(BioCarta)	100175	102668	101857
epo signaling pathway(BioCarta)	100175	102668	102020
epo signaling pathway(BioCarta)	100175	102668	102019
agrin in postsynaptic differentiation(BioCarta)	100252	103780	100094
agrin in postsynaptic differentiation(BioCarta)	100252	103780	102440
agrin in postsynaptic differentiation(BioCarta)	100252	103780	102439
transcriptional activation of dbpb from mrna(BioCarta)	100190	102913	100625
transcriptional activation of dbpb from mrna(BioCarta)	100190	102913	100625
mapkinase signaling pathway(BioCarta)	100113	101597	100063
mapkinase signaling pathway(BioCarta)	100113	101597	100063
mapkinase signaling pathway(BioCarta)	100113	101597	100050
role of parkin in ubiquitin-proteasomal pathway(BioCarta)	100081	101076	101361
role of parkin in ubiquitin-proteasomal pathway(BioCarta)	100081	101076	100928
role of parkin in ubiquitin-proteasomal pathway(BioCarta)	100081	101076	2
role of parkin in ubiquitin-proteasomal pathway(BioCarta)	100081	101076	100643
role of parkin in ubiquitin-proteasomal pathway(BioCarta)	100081	101076	8
phosphorylation of mek1 by cdk5/p35 down regulates the map kinase pathway(BioCarta)	100210	103215	102225
phosphorylation of mek1 by cdk5/p35 down regulates the map kinase pathway(BioCarta)	100210	103215	100588
downregulated of mta-3 in er-negative breast tumors(BioCarta)	100102	101466	100353
downregulated of mta-3 in er-negative breast tumors(BioCarta)	100102	101466	100353
downregulated of mta-3 in er-negative breast tumors(BioCarta)	100102	101466	101551
skeletal muscle hypertrophy is regulated via akt-mtor pathway(BioCarta)	100137	101982	100403
regulation of bad phosphorylation(BioCarta)	100233	101982	100403
skeletal muscle hypertrophy is regulated via akt-mtor pathway(BioCarta)	100137	101982	100403
regulation of bad phosphorylation(BioCarta)	100233	101982	100403
skeletal muscle hypertrophy is regulated via akt-mtor pathway(BioCarta)	100137	101982	101804
regulation of bad phosphorylation(BioCarta)	100233	101982	101804
p38 mapk signaling pathway(BioCarta)	100085	101153	101395
p38 mapk signaling pathway(BioCarta)	100085	101153	101395
p38 mapk signaling pathway(BioCarta)	100085	101153	101398
prion pathway(BioCarta)	100062	100866	101243
prion pathway(BioCarta)	100062	100866	101243
prion pathway(BioCarta)	100062	100866	101246
endocytotic role of ndk phosphins and dynamin(BioCarta)	100099	101387	101508
endocytotic role of ndk phosphins and dynamin(BioCarta)	100099	101387	101508
endocytotic role of ndk phosphins and dynamin(BioCarta)	100099	101387	100913
the co-stimulatory signal during t-cell activation(BioCarta)	100193	102936	100278
the co-stimulatory signal during t-cell activation(BioCarta)	100193	102936	102121
the co-stimulatory signal during t-cell activation(BioCarta)	100193	102936	102120
hypoxia and p53 in the cardiovascular system(BioCarta)	100084	101117_3	101383
hypoxia and p53 in the cardiovascular system(BioCarta)	100084	101117_3	101384
atm signaling pathway(BioCarta)	100235	103575	101923
atm signaling pathway(BioCarta)	100235	103575	100831
atm signaling pathway(BioCarta)	100235	103575	26492
stress induction of hsp regulation(BioCarta)	100142	102045	101838
stress induction of hsp regulation(BioCarta)	100142	102045	101839
stress induction of hsp regulation(BioCarta)	100142	102045	101837
il-2 receptor beta chain in t cell activation(BioCarta)	100129	101880_2	101008
il-2 receptor beta chain in t cell activation(BioCarta)	100129	101880_2	101373
cell cycle: g2/m checkpoint(BioCarta)	100159	102393	101115
cell cycle: g2/m checkpoint(BioCarta)	100159	102393	101115
cell cycle: g2/m checkpoint(BioCarta)	100159	102393	26493
thrombin signaling and protease-activated receptors(BioCarta)	100082	101090	101368
thrombin signaling and protease-activated receptors(BioCarta)	100082	101090	101368
overview of telomerase protein component gene htert transcriptional regulation(BioCarta)	100019	100279	100864
overview of telomerase protein component gene htert transcriptional regulation(BioCarta)	100019	100279	100865
igf-1 signaling pathway(BioCarta)	100136	101975	100203
igf-1 signaling pathway(BioCarta)	100136	101975	100203
igf-1 signaling pathway(BioCarta)	100136	101975	26554
mapkinase signaling pathway(BioCarta)	100113	101630	101348
mapkinase signaling pathway(BioCarta)	100113	101630	101348
mapkinase signaling pathway(BioCarta)	100113	101630	100077
il-2 receptor beta chain in t cell activation(BioCarta)	100129	101877	101191
il-2 receptor beta chain in t cell activation(BioCarta)	100129	101877	101191
il-2 receptor beta chain in t cell activation(BioCarta)	100129	101877	100403
erk1/erk2 mapk signaling pathway(BioCarta)	100170	102592	100694
erk1/erk2 mapk signaling pathway(BioCarta)	100170	102592	100694
erk1/erk2 mapk signaling pathway(BioCarta)	100170	102592	26783
phosphoinositides and their downstream targets(BioCarta)	100059	100818	100450
phosphoinositides and their downstream targets(BioCarta)	100059	100818	100450
phosphoinositides and their downstream targets(BioCarta)	100059	100818	26505
mapkinase signaling pathway(BioCarta)	100113	101600	100192
mapkinase signaling pathway(BioCarta)	100113	101600	100192
mapkinase signaling pathway(BioCarta)	100113	101600	26553
mechanism of protein import into the nucleus(BioCarta)	100090	101223	101431
mechanism of protein import into the nucleus(BioCarta)	100090	101223	101433
mechanism of protein import into the nucleus(BioCarta)	100090	101223	101432
regulation of pgc-1a(BioCarta)	100075	101008	100192
regulation of pgc-1a(BioCarta)	100075	101008	101330
regulation of pgc-1a(BioCarta)	100075	101008	100169
regulation of pgc-1a(BioCarta)	100075	101008	100954
ctcf: first multivalent nuclear factor(BioCarta)	100194	102952	102130
ctcf: first multivalent nuclear factor(BioCarta)	100194	102952	102134
ctcf: first multivalent nuclear factor(BioCarta)	100194	102952	102133
btg family proteins and cell cycle regulation(BioCarta)	100224	103400	100831
btg family proteins and cell cycle regulation(BioCarta)	100224	103400	102266
t cell receptor signaling pathway(BioCarta)	100022	100094	74
ion channels and their functional role in vascular endothelium(BioCarta)	100055	100094	74
actions of nitric oxide in the heart(BioCarta)	100094	100094	74
vegf hypoxia and angiogenesis(BioCarta)	100006	100094	74
t cell receptor signaling pathway(BioCarta)	100022	100094	100700
ion channels and their functional role in vascular endothelium(BioCarta)	100055	100094	100700
actions of nitric oxide in the heart(BioCarta)	100094	100094	100700
vegf hypoxia and angiogenesis(BioCarta)	100006	100094	100700
t cell receptor signaling pathway(BioCarta)	100022	100094	100107
ion channels and their functional role in vascular endothelium(BioCarta)	100055	100094	100107
actions of nitric oxide in the heart(BioCarta)	100094	100094	100107
vegf hypoxia and angiogenesis(BioCarta)	100006	100094	100107
cyclins and cell cycle regulation(BioCarta)	100207	103164	102208
cyclins and cell cycle regulation(BioCarta)	100207	103164	102208
cyclins and cell cycle regulation(BioCarta)	100207	103164	101117
overview of telomerase rna component gene hterc transcriptional regulation(BioCarta)	100020	100293	100875
overview of telomerase rna component gene hterc transcriptional regulation(BioCarta)	100020	100293	100879
phosphoinositides and their downstream targets(BioCarta)	100059	100842	101206
phosphoinositides and their downstream targets(BioCarta)	100059	100842	101206
phosphoinositides and their downstream targets(BioCarta)	100059	100842	101205
tgf beta signaling pathway(BioCarta)	100017	100241	100851
tgf beta signaling pathway(BioCarta)	100017	100241	100851
integrin signaling pathway(BioCarta)	100123	101781	26554
integrin signaling pathway(BioCarta)	100123	101781	26554
integrin signaling pathway(BioCarta)	100123	101781	101195
signal transduction through il1r(BioCarta)	100132	101919	100075
signal transduction through il1r(BioCarta)	100132	101919	101792
signal transduction through il1r(BioCarta)	100132	101919	100074
signal transduction through il1r(BioCarta)	100132	101919	100790
signal transduction through il1r(BioCarta)	100132	101919	100075
signal transduction through il1r(BioCarta)	100132	101919	100074
sonic hedgehog receptor ptc1 regulates cell cycle(BioCarta)	100060	100851	100956
sonic hedgehog receptor ptc1 regulates cell cycle(BioCarta)	100060	100851	101211
sonic hedgehog receptor ptc1 regulates cell cycle(BioCarta)	100060	100851	101213
sonic hedgehog receptor ptc1 regulates cell cycle(BioCarta)	100060	100851	101212
agrin in postsynaptic differentiation(BioCarta)	100252	103759	102433
agrin in postsynaptic differentiation(BioCarta)	100252	103759	102433
agrin in postsynaptic differentiation(BioCarta)	100252	103759	100735
nfat and hypertrophy of the heart (BioCarta)	100098	101355	26812
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	101355	26812
nfat and hypertrophy of the heart (BioCarta)	100098	101355	100955
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	101355	100955
nfat and hypertrophy of the heart (BioCarta)	100098	101355	101325
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	101355	101325
egf signaling pathway(BioCarta)	100181	102783	100231
egf signaling pathway(BioCarta)	100181	102783	100231
egf signaling pathway(BioCarta)	100181	102783	102071
role of ran in mitotic spindle regulation(BioCarta)	100051	100655	101154
role of ran in mitotic spindle regulation(BioCarta)	100051	100655	101149
role of ran in mitotic spindle regulation(BioCarta)	100051	100655	101153
role of ran in mitotic spindle regulation(BioCarta)	100051	100655	101148
t cell receptor signaling pathway(BioCarta)	100022	100313	26747
lck and fyn tyrosine kinases in initiation of tcr activation(BioCarta)	100023	100313	26747
role of mef2d in t-cell apoptosis(BioCarta)	100109	100313	26747
t cell receptor signaling pathway(BioCarta)	100022	100313	26747
lck and fyn tyrosine kinases in initiation of tcr activation(BioCarta)	100023	100313	26747
role of mef2d in t-cell apoptosis(BioCarta)	100109	100313	26747
t cell receptor signaling pathway(BioCarta)	100022	100313	27491
lck and fyn tyrosine kinases in initiation of tcr activation(BioCarta)	100023	100313	27491
role of mef2d in t-cell apoptosis(BioCarta)	100109	100313	27491
mtor signaling pathway(BioCarta)	100101	101434	100964
mtor signaling pathway(BioCarta)	100101	101434	100964
mtor signaling pathway(BioCarta)	100101	101434	101528
fmlp induced chemokine gene expression in hmc-1 cells(BioCarta)	100162	102455	100735
fmlp induced chemokine gene expression in hmc-1 cells(BioCarta)	100162	102455	100735
fmlp induced chemokine gene expression in hmc-1 cells(BioCarta)	100162	102455	101329
fibrinolysis pathway(BioCarta)	100164	102504	101955
fibrinolysis pathway(BioCarta)	100164	102504	100599
fibrinolysis pathway(BioCarta)	100164	102504	101304
fibrinolysis pathway(BioCarta)	100164	102504	28129
fibrinolysis pathway(BioCarta)	100164	102504	28066
ras signaling pathway(BioCarta)	100047	100625	100735
ras signaling pathway(BioCarta)	100047	100625	100735
ras signaling pathway(BioCarta)	100047	100625	100158
cell cycle: g2/m checkpoint(BioCarta)	100159	102401	101928
cell cycle: g2/m checkpoint(BioCarta)	100159	102401	101928
cell cycle: g2/m checkpoint(BioCarta)	100159	102401	101117
caspase cascade in apoptosis(BioCarta)	100218	103319	28151
caspase cascade in apoptosis(BioCarta)	100218	103319	28151
caspase cascade in apoptosis(BioCarta)	100218	103319	101015
regulation of transcriptional activity by pml(BioCarta)	100067	100902	101281
regulation of transcriptional activity by pml(BioCarta)	100067	100902	101280
regulation of transcriptional activity by pml(BioCarta)	100067	100902	101277
regulation of transcriptional activity by pml(BioCarta)	100067	100902	101279
regulation of transcriptional activity by pml(BioCarta)	100067	100902	101278
regulation of transcriptional activity by pml(BioCarta)	100067	100902	101275
role of nicotinic acetylcholine receptors in the regulation of apoptosis(BioCarta)	100255	103805	100403
role of nicotinic acetylcholine receptors in the regulation of apoptosis(BioCarta)	100255	103805	100403
role of nicotinic acetylcholine receptors in the regulation of apoptosis(BioCarta)	100255	103805	26775
how does salmonella hijack a cell(BioCarta)	100037	100505	101033
how does salmonella hijack a cell(BioCarta)	100037	100505	101033
how does salmonella hijack a cell(BioCarta)	100037	100505	100735
lissencephaly gene (lis1) in neuronal migration and development(BioCarta)	100116	101673	101643
lissencephaly gene (lis1) in neuronal migration and development(BioCarta)	100116	101673	101643
lissencephaly gene (lis1) in neuronal migration and development(BioCarta)	100116	101673	26501
signal transduction through il1r(BioCarta)	100132	100182	100789
toll-like receptor pathway(BioCarta)	100013	100182	100789
signal transduction through il1r(BioCarta)	100132	100182	100789
toll-like receptor pathway(BioCarta)	100013	100182	100789
signal transduction through il1r(BioCarta)	100132	100182	100757
toll-like receptor pathway(BioCarta)	100013	100182	100757
signal transduction through il1r(BioCarta)	100132	101923	100748
signal transduction through il1r(BioCarta)	100132	101923	100748
signal transduction through il1r(BioCarta)	100132	101923	26500
bioactive peptide induced signaling pathway(BioCarta)	100226	103431	26554
bioactive peptide induced signaling pathway(BioCarta)	100226	103431	26554
bioactive peptide induced signaling pathway(BioCarta)	100226	103431	26733
phospholipids as signalling intermediaries(BioCarta)	100183	102835	102082
phospholipids as signalling intermediaries(BioCarta)	100183	102835	102082
phospholipids as signalling intermediaries(BioCarta)	100183	102835	26505
estrogen responsive protein efp controls cell cycle and breast tumors growth(BioCarta)	100182	102803	102072
estrogen responsive protein efp controls cell cycle and breast tumors growth(BioCarta)	100182	102803	102073
estrogen responsive protein efp controls cell cycle and breast tumors growth(BioCarta)	100182	102803	101926
il-2 receptor beta chain in t cell activation(BioCarta)	100129	101881_3	101772
il-2 receptor beta chain in t cell activation(BioCarta)	100129	101881_3	101769
cdk regulation of dna replication(BioCarta)	100110	101562	101006
cdk regulation of dna replication(BioCarta)	100110	101562	101607
cdk regulation of dna replication(BioCarta)	100110	101562	101183
cell cycle: g1/s check point(BioCarta)	100160	102407	100854
cell cycle: g1/s check point(BioCarta)	100160	102407	100854
cell cycle: g1/s check point(BioCarta)	100160	102407	100242
extrinsic prothrombin activation pathway(BioCarta)	100168	102577	101975
extrinsic prothrombin activation pathway(BioCarta)	100168	102577	101976
extrinsic prothrombin activation pathway(BioCarta)	100168	102577	100597
il 4 signaling pathway(BioCarta)	100127	101844_3	101757
il 4 signaling pathway(BioCarta)	100127	101844_3	101759
t cell receptor signaling pathway(BioCarta)	100022	100329	100913
